Department,Role,Will_Relocate,Trending Perf,Talent_Level,Percent_Remote,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,salary,LinkedIn_Hits,Emp_Identity,Emp_Role,Emp_Position,Emp_Title,Sensor_StepCount,Sensor_Heartbeat(Average/Min),Sensor_Proximity(1-highest/10-lowest),left_Company,EMP_Sat_OnPrem_mean,EMP_Sat_Remote_mean,EMP_Engagement_mean,Emp_Work_Status_mean,Emp_Competitive_mean,Emp_Collaborative_mean
Operations,Level 2-4,1,3,6,0.4,0.4,5,219,4,0,0,medium,39,1,1,2,1,3250,79,9,0,3.8,2.4,4.2,1.8,2.8,2.6
Sales,Senior Manager,0,3,6,0.8,0.92,5,267,6,0,0,low,10,1,1,1,2,1027,88,4,1,3.5,4.2,1.8,3.5,3.0,3.8
Sales,Level 2-4,1,3,6,0.8,0.78,5,191,4,0,0,medium,10,2,2,2,3,4933,72,6,0,3.5,4.2,4.2,3.2,3.0,2.6
Warehouse,Level 1,1,3,6,0.4,0.49,3,167,3,0,0,medium,23,2,1,2,1,1014,70,7,0,3.8,2.4,4.2,2.2,1.8,3.8
Human Resources,Level 1,0,3,6,0.8,0.87,3,140,6,1,0,low,9,4,2,3,2,4558,77,3,0,3.5,4.2,4.2,3.5,2.8,2.4
Operations,Level 2-4,0,3,6,0.4,0.58,4,149,3,0,1,medium,26,5,5,1,1,1863,88,6,0,3.8,2.4,4.2,3.5,2.0,3.2
IT,Level 2-4,0,3,6,0.5,0.68,5,149,3,0,0,medium,43,2,1,2,1,1005,89,8,0,1.8,4.2,4.2,2.8,3.6,1.8
Warehouse,Level 1,0,3,6,0.8,0.94,5,136,3,0,0,medium,4,2,4,3,2,5413,70,3,0,3.5,4.2,4.2,3.8,2.8,2.2
Finance,Level 2-4,1,3,6,0.8,0.98,3,236,3,1,0,medium,1,3,3,3,3,5220,80,1,0,3.5,4.6,4.2,3.2,2.4,3.0
IT,Manager,1,3,6,0.4,0.46,2,149,3,0,0,high,63,1,1,2,1,1552,74,8,1,3.8,2.4,1.8,3.8,2.0,2.4
Finance,Manager,1,3,6,0.8,0.72,3,203,3,0,0,medium,3,3,3,2,2,4137,76,3,0,3.5,4.2,4.2,3.8,2.8,2.8
Finance,Level 2-4,0,3,6,0.8,0.89,3,221,3,0,0,low,10,4,3,3,3,4927,80,9,0,3.5,4.2,4.2,2.2,2.2,2.8
Human Resources,Level 2-4,1,3,6,0.5,0.69,4,160,2,1,0,high,65,2,2,2,1,1861,86,9,0,1.8,4.2,4.2,2.8,2.0,2.8
IT,Level 1,0,3,6,0.8,0.82,3,269,3,0,0,low,4,2,2,2,2,4309,78,2,0,3.5,4.2,4.2,2.8,3.0,2.4
Human Resources,Level 1,0,3,6,0.8,0.9,3,259,2,0,0,low,3,3,2,3,3,4380,79,3,0,3.5,4.2,4.2,2.8,3.2,2.4
Finance,Level 1,0,3,6,0.8,0.78,6,254,4,0,0,low,4,2,2,1,2,1392,86,2,1,3.5,4.2,1.8,1.8,2.2,3.0
Human Resources,Senior Manager,0,3,6,0.4,0.6,4,200,4,0,0,low,43,1,1,1,2,2747,86,7,0,3.8,4.2,4.2,3.0,2.4,2.6
Finance,Level 2-4,0,3,6,0.8,0.89,3,212,6,0,0,low,5,2,3,2,3,5339,79,2,0,3.5,4.2,4.2,1.8,2.8,2.2
Sales,Level 2-4,1,3,6,0.8,0.87,4,231,5,0,0,low,6,4,2,3,2,5482,78,5,0,3.5,4.2,4.2,2.8,2.8,2.4
IT,Level 1,1,3,6,0.4,0.56,4,225,4,0,0,medium,41,2,1,1,1,3853,76,8,0,3.8,2.4,4.2,3.2,3.0,2.2
IT,Senior Manager,0,3,6,0.4,0.57,2,151,3,0,0,low,28,1,2,2,1,1884,61,8,1,3.8,2.4,1.8,3.2,2.2,3.0
Human Resources,Level 1,1,3,6,0.8,1.0,4,217,5,0,0,medium,10,1,1,1,1,1744,85,3,1,3.5,4.6,1.8,2.2,1.8,2.0
Finance,Level 2-4,0,3,6,0.8,0.82,3,170,3,0,0,low,9,2,2,2,2,4069,76,2,0,3.5,4.2,4.2,2.0,3.4,3.4
Human Resources,Level 1,1,3,6,0.5,0.66,3,150,3,0,0,medium,47,2,1,2,1,1511,69,9,0,1.8,4.2,4.2,3.2,2.8,3.2
Operations,Director,1,3,6,0.8,0.99,4,204,6,0,0,low,1,2,3,2,2,4943,76,3,0,3.5,4.6,4.2,1.2,2.4,1.4
Warehouse,Level 1,0,3,6,0.4,0.61,4,135,3,0,0,medium,53,1,1,1,1,1744,87,8,0,3.8,4.2,4.2,3.8,2.8,3.0
IT,Level 1,1,3,6,0.8,0.77,3,169,3,0,0,low,9,2,4,2,2,4317,76,6,0,3.5,4.2,4.2,2.2,3.6,2.4
Operations,Level 1,0,3,6,0.8,0.9,5,193,4,0,0,medium,8,4,2,3,2,5714,70,4,0,3.5,4.2,4.2,3.8,3.2,3.6
Finance,Senior Director,0,3,6,0.8,0.72,4,197,3,0,0,low,2,3,4,2,3,5707,74,3,0,3.5,4.2,4.2,1.8,2.8,3.2
Operations,Level 2-4,0,3,6,0.4,0.45,2,119,3,0,0,medium,11,1,1,1,2,1298,63,6,0,3.8,2.4,4.2,3.2,2.6,2.4
Warehouse,Manager,1,3,6,0.8,0.75,4,225,3,0,0,low,10,3,2,3,2,4486,80,4,0,3.5,4.2,4.2,3.5,2.2,3.4
Warehouse,Level 1,1,3,6,0.8,0.84,3,269,2,0,0,low,8,4,3,2,3,5294,77,6,0,3.5,4.2,4.2,2.0,3.6,1.8
Sales,Level 2-4,1,3,6,0.4,0.49,2,133,3,0,0,medium,14,2,2,2,2,6247,62,7,1,3.8,2.4,1.8,2.2,3.0,2.2
IT,Level 2-4,0,3,6,0.4,0.38,6,215,3,0,0,medium,6,2,2,2,1,2915,75,7,0,3.8,2.4,4.2,3.0,3.2,2.8
Human Resources,Level 2-4,1,3,6,0.4,0.55,4,233,2,1,0,low,9,1,2,1,1,2747,79,9,0,3.8,2.4,4.2,4.2,2.6,4.4
Sales,Level 2-4,0,3,6,0.8,0.75,4,211,4,0,0,medium,10,2,4,2,2,4004,76,4,0,3.5,4.2,4.2,4.0,3.2,3.6
Finance,Level 2-4,1,3,6,0.8,0.9,4,260,2,0,0,medium,2,2,2,3,4,5368,78,4,0,3.5,4.2,4.2,4.5,3.0,3.2
Human Resources,Level 1,1,3,6,0.8,0.82,3,148,3,0,0,low,8,3,2,3,3,5267,74,8,0,3.5,4.2,4.2,4.2,3.2,3.4
Operations,Level 2-4,1,3,6,0.4,0.58,4,216,3,0,0,low,43,2,1,1,1,2643,76,9,0,3.8,2.4,4.2,1.8,1.8,2.6
Warehouse,Level 2-4,1,3,6,0.8,0.86,4,153,5,0,0,medium,9,4,2,3,4,5818,73,4,0,3.5,4.2,4.2,3.2,3.0,2.4
Human Resources,Level 1,0,3,6,0.8,0.76,5,237,3,0,0,high,9,4,3,3,2,5401,77,4,0,3.5,4.2,4.2,3.5,2.8,1.8
Warehouse,Level 2-4,0,3,6,0.8,0.82,6,257,4,0,0,medium,1,1,2,1,2,1957,90,6,1,3.5,4.2,1.8,3.0,1.8,2.4
IT,Level 2-4,0,3,6,0.8,0.99,5,143,3,0,0,medium,3,4,2,4,4,4907,77,6,0,3.5,4.6,4.2,2.0,2.6,2.6
Warehouse,Level 2-4,1,3,6,0.5,0.68,5,168,3,0,0,low,50,1,1,1,2,1486,86,7,0,1.8,4.2,4.2,3.5,2.2,3.2
Finance,Level 1,0,3,6,0.4,0.63,4,209,3,0,1,medium,37,4,5,2,2,3026,76,7,0,1.8,4.2,4.2,4.0,3.8,1.6
Finance,Level 2-4,0,3,6,0.8,0.74,2,176,3,1,0,low,4,2,4,2,3,5463,71,4,0,3.5,4.2,4.2,3.5,1.8,3.4
Human Resources,Level 2-4,1,3,6,0.5,0.67,6,276,6,0,0,medium,7,2,2,2,1,2437,77,7,0,1.8,4.2,4.2,3.0,2.4,2.6
Warehouse,Level 1,1,3,6,0.5,0.67,3,150,2,0,0,medium,46,2,1,2,1,1431,62,10,0,1.8,4.2,4.2,2.0,2.6,1.8
Sales,Manager,0,3,6,0.4,0.45,2,132,3,0,0,low,40,2,2,1,1,1208,63,6,1,3.8,2.4,1.8,2.5,2.2,2.4
Warehouse,Level 2-4,1,3,6,0.4,0.52,3,232,4,0,0,low,25,1,1,1,1,3533,78,10,0,3.8,2.4,4.2,3.0,1.8,3.0
Human Resources,Level 2-4,0,3,6,0.4,0.48,2,147,3,0,0,medium,61,2,2,1,2,6851,65,7,1,3.8,2.4,1.8,3.5,2.2,2.8
Warehouse,Manager,0,3,6,0.4,0.61,4,163,2,0,0,low,12,2,1,2,1,1092,88,10,0,3.8,4.2,4.2,2.8,2.4,3.2
Finance,Level 1,0,3,6,0.4,0.48,3,155,2,0,0,medium,17,1,2,1,2,1967,74,10,0,3.8,2.4,4.2,4.0,2.6,1.6
Sales,Level 2-4,0,3,6,0.4,0.5,4,253,10,0,1,high,52,4,5,5,5,3753,76,6,0,3.8,2.4,4.2,2.8,2.2,2.2
Finance,Level 1,0,3,6,0.4,0.59,6,104,4,0,0,medium,23,1,1,1,1,1442,87,6,0,3.8,2.4,4.2,3.8,2.0,1.8
IT,Senior Manager,1,3,6,0.4,0.52,4,166,2,0,0,low,6,2,1,1,1,1166,86,10,0,3.8,2.4,4.2,2.8,1.4,2.4
Finance,Senior Director,1,3,6,0.8,0.85,5,248,5,0,0,low,3,1,1,2,2,1471,90,7,1,3.5,4.2,1.8,3.8,2.2,4.0
Finance,Manager,1,3,6,0.4,0.59,4,214,3,1,0,low,36,1,2,1,2,2684,80,6,0,3.8,2.4,4.2,2.8,3.4,3.2
IT,Level 2-4,1,3,6,0.4,0.58,3,254,2,0,0,high,17,2,1,2,2,3153,77,8,0,3.8,2.4,4.2,2.5,2.8,2.4
Human Resources,Manager,0,3,6,0.8,0.73,3,192,2,0,0,low,6,3,2,2,2,4056,75,5,0,3.5,4.2,4.2,2.8,3.0,2.0
IT,Level 1,1,3,6,0.4,0.49,3,239,2,0,0,medium,30,1,1,1,2,2937,78,7,0,3.8,2.4,4.2,2.2,2.6,2.4
Finance,Level 2-4,0,3,6,0.5,0.68,3,192,7,0,0,high,36,1,1,2,2,3634,89,6,0,1.8,4.2,4.2,2.8,2.0,3.2
Finance,Director,1,3,6,0.4,0.52,4,207,3,0,0,low,13,2,2,2,2,2372,78,6,0,3.8,2.4,4.2,2.8,2.8,2.4
Operations,Level 2-4,1,3,6,0.4,0.59,4,206,3,0,0,medium,58,1,2,2,1,2135,79,6,0,3.8,2.4,4.2,2.5,2.0,3.8
Sales,Manager,1,3,6,0.4,0.6,4,160,3,0,0,low,33,2,2,1,1,1837,89,6,0,3.8,4.2,4.2,4.5,3.0,2.4
Warehouse,Senior Manager,0,3,6,0.8,0.85,5,187,4,0,0,medium,9,4,2,4,2,5657,74,8,0,3.5,4.2,4.2,2.8,3.0,3.0
Human Resources,Level 2-4,0,3,6,0.8,0.72,3,204,4,1,0,low,4,3,4,2,3,4745,75,1,0,3.5,4.2,4.2,2.0,3.8,2.2
Sales,Manager,0,3,6,0.8,0.72,3,143,4,0,0,medium,5,3,4,3,2,5545,79,9,0,3.5,4.2,4.2,2.0,2.2,2.0
Warehouse,Level 2-4,1,3,6,0.8,0.77,7,308,4,0,0,low,7,1,1,1,1,1176,89,2,1,3.5,4.2,1.8,4.2,3.0,3.0
Operations,Level 1,0,3,6,0.4,0.6,3,179,4,0,0,low,44,1,2,1,2,1004,62,6,0,3.8,4.2,4.2,4.5,2.4,3.2
Warehouse,Level 1,0,3,6,0.8,0.81,6,268,4,0,0,low,7,2,1,1,2,1274,85,1,1,3.5,4.2,1.8,3.0,2.4,3.0
Operations,Level 1,1,3,6,0.8,0.86,3,186,3,1,0,high,1,3,2,2,2,5694,73,9,0,3.5,4.2,4.2,3.0,3.2,3.2
IT,Level 2-4,1,3,6,0.4,0.56,3,224,2,0,0,medium,35,1,2,1,2,2503,79,6,0,3.8,2.4,4.2,4.2,2.0,3.4
Finance,Level 2-4,0,3,6,0.8,0.9,6,229,8,0,0,medium,2,3,4,2,4,4271,80,8,0,3.5,4.2,4.2,3.5,2.6,2.8
Finance,Level 2-4,0,3,6,0.4,0.58,4,186,7,0,0,medium,30,1,2,1,2,2062,87,9,0,3.8,2.4,4.2,2.5,1.8,1.4
Human Resources,Level 2-4,1,3,6,0.8,0.75,4,201,2,0,0,low,4,2,2,3,3,4955,80,6,0,3.5,4.2,4.2,3.2,3.4,2.2
Finance,Level 2-4,0,3,6,0.8,0.96,2,285,3,0,0,high,7,2,3,3,2,4999,78,5,0,3.5,4.6,4.2,1.5,3.2,3.2
Sales,Manager,0,3,6,0.8,0.83,2,220,2,1,0,medium,6,2,3,2,3,4382,80,8,0,3.5,4.2,4.2,2.2,2.8,2.4
Finance,Level 1,1,3,6,0.5,0.69,5,208,8,1,0,low,39,2,1,2,2,2905,76,10,0,1.8,4.2,4.2,3.0,2.4,2.8
Human Resources,Level 2-4,1,3,6,0.4,0.49,4,213,3,0,0,low,2,2,2,1,2,3425,79,8,0,3.8,2.4,4.2,2.0,1.8,2.2
Operations,Manager,0,3,6,0.4,0.65,5,177,2,0,0,high,31,1,1,2,1,2000,88,10,0,1.8,4.2,4.2,3.0,1.8,2.8
Sales,Level 1,1,3,6,0.8,0.87,3,155,3,0,0,medium,2,4,2,2,4,5446,77,3,0,3.5,4.2,4.2,2.8,2.6,2.4
Finance,Level 2-4,0,3,6,0.8,0.85,2,248,6,1,0,low,2,4,2,2,2,5182,79,2,0,3.5,4.2,4.2,2.5,3.2,3.4
Sales,Level 2-4,1,3,6,0.4,0.38,4,183,5,0,0,medium,32,2,1,1,1,3948,88,6,0,3.8,2.4,4.2,2.5,2.2,3.0
Sales,Senior Director,1,3,6,0.8,0.91,4,210,4,0,0,low,3,4,4,2,2,5432,78,8,0,3.5,4.2,4.2,3.5,2.2,2.0
Warehouse,Level 2-4,0,3,6,0.8,0.94,4,196,5,0,0,low,5,3,4,3,2,4994,77,4,0,3.5,4.2,4.2,2.8,3.0,2.2
Sales,Level 1,1,3,6,0.4,0.5,2,154,3,0,0,medium,62,1,1,1,2,8422,64,9,1,3.8,2.4,1.8,2.2,2.2,3.6
Warehouse,Level 2-4,0,3,6,0.8,1.0,5,190,2,0,0,low,9,4,3,2,2,5226,70,2,0,0.0,4.6,4.2,2.8,3.2,2.2
Warehouse,Director,0,3,6,0.8,0.99,5,262,6,0,0,low,3,1,1,1,1,1700,87,5,1,3.5,4.6,1.8,3.2,2.2,3.2
IT,Level 1,0,3,6,0.8,0.98,5,217,6,0,0,medium,1,1,2,2,1,1761,89,2,1,3.5,4.6,1.8,3.5,2.4,2.4
Operations,Level 1,0,3,6,0.8,0.93,3,250,3,0,0,low,7,2,3,3,2,4760,77,3,0,3.5,4.2,4.2,2.8,3.2,2.8
Human Resources,Manager,1,3,6,0.8,0.99,5,135,4,0,0,medium,4,3,2,4,3,4541,72,3,0,3.5,4.6,4.2,2.5,3.2,2.6
Human Resources,Level 2-4,0,3,6,0.4,0.5,4,267,3,0,0,low,11,1,1,2,1,2495,75,7,0,3.8,2.4,4.2,2.2,2.6,2.6
IT,Level 2-4,1,3,6,0.4,0.48,4,204,3,0,0,medium,6,2,1,1,2,2482,78,8,0,3.8,2.4,4.2,3.2,2.0,1.2
Human Resources,Level 1,1,3,6,0.4,0.56,3,238,2,0,0,medium,41,1,2,2,2,3000,78,10,0,3.8,2.4,4.2,4.5,2.0,2.2
IT,Level 2-4,1,3,6,0.8,0.79,3,274,3,0,0,medium,5,4,4,3,3,4710,77,9,0,3.5,4.2,4.2,3.0,4.2,2.8
Operations,Senior Manager,1,3,6,0.4,0.51,2,140,3,0,0,medium,43,1,1,1,1,8268,65,10,1,3.8,2.4,1.8,2.5,1.6,2.8
IT,Senior Manager,1,3,6,0.4,0.51,2,130,3,0,0,low,61,1,1,1,2,1140,73,6,1,3.8,2.4,1.8,1.8,2.2,1.8
Operations,Level 2-4,1,3,6,0.8,0.82,3,261,4,0,0,low,9,2,4,3,3,4529,78,9,0,3.5,4.2,4.2,2.8,3.2,3.2
Finance,Level 1,0,3,6,0.8,0.82,5,138,3,1,0,low,5,4,4,3,3,5687,74,8,0,3.5,4.2,4.2,3.2,2.0,2.4
IT,Manager,0,3,6,0.5,0.68,3,203,3,0,0,medium,29,2,1,1,2,3261,78,6,0,1.8,4.2,4.2,3.2,2.8,2.8
Finance,Level 1,0,3,6,0.5,0.67,4,274,4,0,0,medium,57,2,2,1,2,3332,79,6,0,1.8,4.2,4.2,3.2,2.2,3.8
Human Resources,Level 2-4,1,3,6,0.8,0.89,4,154,10,0,0,high,7,4,2,2,3,5317,72,4,0,3.5,4.2,4.2,3.2,3.0,2.6
Operations,Level 1,1,3,6,0.5,0.69,4,149,2,0,0,medium,19,2,2,1,2,1665,88,7,0,1.8,4.2,4.2,3.8,2.6,3.4
Operations,Level 2-4,0,3,6,0.4,0.55,2,147,3,0,0,low,35,2,1,1,2,1758,62,6,1,3.8,2.4,1.8,3.8,2.8,3.0
Sales,Level 2-4,0,3,6,0.4,0.48,3,211,7,0,0,medium,14,1,2,1,1,3564,80,7,0,3.8,2.4,4.2,3.0,3.0,3.4
Finance,Level 2-4,1,3,6,0.4,0.47,3,180,3,1,0,high,10,2,1,1,1,1887,87,8,0,3.8,2.4,4.2,2.8,3.6,2.4
Human Resources,Level 1,1,3,6,0.4,0.53,2,146,3,0,0,low,44,1,2,2,2,1689,64,9,1,3.8,2.4,1.8,2.5,2.2,2.6
Finance,Level 1,0,3,6,0.4,0.39,4,275,3,0,0,medium,15,2,2,1,2,2121,77,6,0,3.8,2.4,4.2,2.0,2.4,2.8
IT,Level 2-4,1,3,6,0.8,0.84,4,168,2,0,0,low,3,4,4,2,2,4665,71,8,0,3.5,4.2,4.2,3.2,2.8,2.0
Finance,Manager,0,3,6,0.8,0.94,4,264,5,0,0,low,3,1,1,2,1,1782,89,5,1,3.5,4.2,1.8,4.2,2.6,2.0
IT,Manager,1,3,6,0.4,0.56,2,131,3,0,0,low,56,2,2,1,2,1738,69,8,1,3.8,2.4,1.8,3.2,2.6,1.6
Sales,Manager,1,3,6,0.4,0.42,4,238,3,0,0,medium,62,1,2,1,2,2462,78,7,0,3.8,2.4,4.2,1.8,2.2,2.4
Human Resources,Senior Director,1,3,6,0.8,0.84,4,146,3,0,0,low,4,2,3,2,3,5659,75,4,0,3.5,4.2,4.2,2.2,2.8,2.8
Finance,Manager,1,3,6,0.8,1.0,3,192,3,0,0,high,4,4,4,3,3,4339,76,8,0,3.5,4.6,4.2,3.0,4.0,2.6
Human Resources,Level 2-4,0,3,6,0.4,0.48,2,141,3,1,0,low,5,2,1,1,2,1026,64,7,1,3.8,2.4,1.8,3.2,3.2,3.6
Sales,Level 1,1,3,6,0.4,0.46,5,118,3,0,0,low,47,2,2,2,2,1692,86,7,0,3.8,2.4,4.2,3.2,1.8,2.6
Human Resources,Level 2-4,0,3,6,0.8,0.79,2,108,3,0,0,low,4,3,4,2,3,5924,76,8,0,3.5,4.2,4.2,3.8,2.8,2.6
Sales,Level 1,1,3,6,0.4,0.56,3,193,2,1,0,medium,58,2,1,1,1,2487,87,6,0,3.8,2.4,4.2,3.2,3.6,3.8
Finance,Level 2-4,1,3,6,0.8,0.96,4,267,3,0,0,medium,9,2,2,2,4,5254,78,1,0,3.5,4.2,4.2,2.0,3.0,2.6
Finance,Director,0,3,6,0.4,0.54,2,137,3,0,0,medium,39,1,1,2,2,7066,68,6,1,3.8,2.4,1.8,3.2,2.4,3.4
Human Resources,Level 2-4,1,3,6,0.4,0.49,4,184,3,0,0,low,20,1,1,1,2,2260,88,10,0,3.8,2.4,4.2,3.0,2.8,2.6
IT,Level 2-4,1,3,6,0.4,0.51,4,103,4,0,0,low,10,1,1,2,2,1059,89,9,0,3.8,2.4,4.2,3.0,2.2,2.6
Operations,Manager,1,3,6,0.8,0.87,3,230,3,0,1,medium,7,5,4,4,4,5891,76,4,0,3.5,4.2,4.2,3.0,3.4,2.8
Sales,Level 1,0,3,6,0.8,0.81,4,173,2,0,0,medium,8,2,2,2,4,4893,74,3,0,3.5,4.2,4.2,2.0,2.4,2.6
Human Resources,Level 2-4,0,3,6,0.4,0.38,4,140,6,0,0,medium,4,2,1,2,2,1831,86,7,0,3.8,2.4,4.2,2.5,3.2,2.8
Sales,Level 2-4,0,3,6,0.8,0.96,3,202,4,1,0,medium,10,2,4,2,3,5137,76,6,0,3.5,4.6,4.2,2.8,3.2,1.8
Human Resources,Level 2-4,0,3,6,0.4,0.46,3,155,10,0,0,medium,25,1,2,2,1,1194,60,6,0,3.8,2.4,4.2,2.2,2.4,2.8
Warehouse,Level 2-4,0,3,6,0.5,0.69,3,141,4,0,0,low,35,1,1,2,1,1417,60,6,0,1.8,4.2,4.2,2.8,2.4,2.4
IT,Level 2-4,0,3,6,0.8,0.94,3,187,6,1,0,low,2,2,2,3,3,4549,70,4,0,3.5,4.2,4.2,2.5,3.0,2.8
Human Resources,Level 1,0,3,6,0.8,0.94,7,244,4,0,0,medium,10,2,1,1,2,1629,86,4,1,3.5,4.2,1.8,3.8,2.2,2.4
Warehouse,Manager,0,3,6,0.8,0.87,6,305,4,0,0,low,7,1,2,1,1,1099,90,6,1,3.5,4.2,1.8,3.5,2.8,2.4
Sales,Level 2-4,1,3,6,0.5,0.68,3,254,4,0,0,low,33,1,1,2,1,2542,76,6,0,1.8,4.2,4.2,2.5,2.2,2.6
Sales,Level 2-4,1,3,6,0.8,0.91,4,183,4,0,0,low,6,4,3,3,3,4562,72,8,0,3.5,4.2,4.2,3.2,3.2,2.8
IT,Manager,1,3,6,0.8,0.98,4,185,2,1,0,low,4,2,3,3,3,5428,78,4,0,3.5,4.6,4.2,4.0,2.4,2.6
Finance,Level 1,1,3,6,0.8,0.72,2,189,3,0,0,low,3,4,2,2,3,5897,76,9,0,3.5,4.2,4.2,2.5,3.4,2.6
Sales,Level 2-4,1,3,6,0.5,0.69,3,230,2,0,0,medium,15,2,1,2,1,2302,78,10,0,1.8,4.2,4.2,2.5,2.2,2.0
Operations,Director,1,3,6,0.8,0.99,5,262,5,0,0,medium,1,1,1,2,2,1483,87,3,1,3.5,4.6,1.8,3.5,2.2,3.2
IT,Level 2-4,1,3,6,0.4,0.55,3,177,3,1,0,low,46,2,1,2,2,1618,73,9,0,3.8,2.4,4.2,3.0,1.8,2.4
Finance,VP,0,3,6,0.8,0.99,3,259,3,1,0,medium,7,3,4,2,3,4480,78,6,0,3.5,4.6,4.2,3.5,2.2,3.2
Sales,Senior Manager,0,3,6,0.8,0.84,5,203,3,0,0,low,2,3,4,2,2,4162,79,8,0,3.5,4.2,4.2,3.2,4.0,1.8
IT,Senior Manager,1,3,6,0.8,0.81,3,174,3,0,0,low,7,4,2,3,3,4318,72,7,0,3.5,4.2,4.2,2.2,2.6,2.2
Warehouse,Manager,1,3,6,0.8,0.8,4,145,2,0,0,medium,8,3,2,4,2,5645,77,6,0,3.5,4.2,4.2,3.8,4.0,2.6
Sales,Level 2-4,0,3,6,0.8,0.87,3,215,2,0,0,medium,9,4,3,2,3,4940,80,5,0,3.5,4.2,4.2,3.2,3.2,2.0
Operations,Level 2-4,0,3,6,0.4,0.45,2,188,3,0,0,low,51,1,1,2,2,3918,86,8,0,3.8,2.4,4.2,3.0,2.8,2.4
IT,Level 2-4,1,3,6,0.4,0.49,3,167,3,0,0,medium,4,1,2,1,1,1670,66,7,0,3.8,2.4,4.2,4.0,2.0,2.0
Human Resources,Level 1,0,3,6,0.4,0.6,5,133,2,0,0,medium,30,2,1,1,1,1161,90,8,0,3.8,4.2,4.2,4.0,3.2,1.6
Operations,Senior Director,1,3,6,0.8,0.94,3,179,3,0,0,medium,9,4,3,3,4,5224,74,8,0,3.5,4.2,4.2,3.2,2.2,3.4
Finance,Level 2-4,1,3,6,0.5,0.7,5,151,4,0,0,medium,10,1,2,1,2,1441,85,8,0,1.8,4.2,4.2,3.0,2.4,3.2
Sales,Level 2-4,0,3,6,0.8,0.97,7,306,4,0,0,low,4,2,2,2,2,1630,89,1,1,3.5,4.6,1.8,2.8,3.0,2.8
Human Resources,Level 1,1,3,6,0.8,0.92,4,223,3,1,0,low,9,2,2,3,3,5649,79,8,0,3.5,4.2,4.2,3.8,3.0,3.8
IT,Manager,0,3,6,0.8,0.91,5,179,2,0,0,high,8,2,4,2,2,5301,74,7,0,3.5,4.2,4.2,3.2,2.6,3.2
Sales,Senior Manager,0,3,6,0.4,0.47,2,107,6,1,0,low,18,1,1,2,1,1479,70,10,0,3.8,2.4,4.2,3.5,2.2,2.4
Finance,Level 2-4,0,3,6,0.4,0.63,6,111,6,0,0,high,28,1,2,1,2,1216,87,6,0,1.8,4.2,4.2,3.8,2.6,2.6
Sales,Level 1,1,3,6,0.4,0.5,2,150,3,0,0,low,33,1,1,2,1,1889,63,6,1,3.8,2.4,1.8,2.8,2.4,3.4
Warehouse,Level 2-4,0,3,6,0.8,0.75,3,142,2,0,0,low,8,4,2,2,2,4914,78,3,0,3.5,4.2,4.2,4.5,3.6,3.4
IT,Manager,0,3,6,0.8,0.73,4,178,6,0,0,low,9,2,3,3,2,5279,74,8,0,3.5,4.2,4.2,3.8,2.6,3.4
Warehouse,Level 2-4,0,3,6,0.4,0.48,2,104,2,0,0,high,20,1,2,2,1,1661,75,7,0,3.8,2.4,4.2,3.8,2.8,2.2
Operations,Manager,0,3,6,0.8,0.82,4,164,2,0,0,low,7,4,3,3,2,5456,74,1,0,3.5,4.2,4.2,3.5,3.2,3.4
Operations,Level 2-4,1,3,6,0.8,0.95,6,279,4,0,0,low,1,1,2,1,1,1621,88,3,1,3.5,4.2,1.8,3.0,2.4,2.6
Warehouse,Director,0,3,6,0.4,0.6,4,143,2,0,1,medium,20,4,2,2,1,1360,87,6,0,3.8,4.2,4.2,2.5,2.6,2.6
Finance,Manager,1,3,6,0.4,0.51,6,194,4,1,0,medium,9,2,1,1,1,3707,87,10,0,3.8,2.4,4.2,2.5,2.0,1.8
IT,Manager,0,3,6,0.4,0.51,3,242,3,0,0,medium,60,1,2,2,2,2743,78,6,0,3.8,2.4,4.2,3.2,2.2,2.0
Human Resources,Level 2-4,0,3,6,0.8,0.84,3,249,2,0,0,medium,9,4,2,2,3,4034,80,7,0,3.5,4.2,4.2,2.8,2.8,2.8
Finance,Level 2-4,1,3,6,0.8,0.94,3,144,3,1,0,medium,9,2,4,2,3,5912,71,2,0,3.5,4.2,4.2,2.8,3.2,2.4
Warehouse,Level 2-4,1,3,6,0.8,0.91,6,167,2,1,0,low,10,4,2,3,2,4013,73,9,0,3.5,4.2,4.2,3.0,3.6,3.6
IT,Level 2-4,1,3,6,0.5,0.67,4,141,2,1,0,low,7,1,2,1,1,1479,90,7,0,1.8,4.2,4.2,3.0,2.4,2.0
Human Resources,Level 2-4,0,3,6,0.8,0.8,4,246,3,0,0,low,2,4,3,3,3,5473,75,6,0,3.5,4.2,4.2,3.2,3.4,2.4
Operations,Level 2-4,1,3,6,0.8,0.97,7,254,4,1,0,medium,1,2,1,2,2,1347,87,3,1,3.5,4.6,1.8,4.2,2.2,3.0
IT,Manager,1,3,6,0.4,0.53,3,184,3,0,0,low,52,1,1,2,2,3190,90,8,0,3.8,2.4,4.2,5.0,2.0,2.0
IT,Manager,0,3,6,0.5,0.68,3,178,3,1,0,high,12,1,2,1,1,1900,72,6,0,1.8,4.2,4.2,2.2,2.6,2.0
Finance,Level 2-4,0,3,6,0.8,0.97,6,189,2,0,0,low,6,2,1,2,2,1269,85,3,1,3.5,4.6,1.8,1.8,2.8,2.2
