Department,Role,Will_Relocate,Trending Perf,Talent_Level,Percent_Remote,EMP_Sat_OnPrem_1,EMP_Sat_OnPrem_2,EMP_Sat_OnPrem_3,EMP_Sat_OnPrem_5,EMP_Sat_Remote_1,EMP_Sat_Remote_2,EMP_Sat_Remote_3,EMP_Sat_Remote_4,EMP_Sat_Remote_5,EMP_Engagement_1,EMP_Engagement_2,EMP_Engagement_3,EMP_Engagement_4,EMP_Engagement_5,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,salary,LinkedIn_Hits,Emp_Work_Status2,Emp_Work_Status_3,Emp_Work_Status_4,Emp_Work_Status_5,Emp_Identity,Emp_Role,Emp_Position,Emp_Title,Emp_Competitive_1,Emp_Competitive_2,Emp_Competitive_3,Emp_Competitive_4,Emp_Competitive_5,Emp_Collaborative_1,Emp_Collaborative_2,Emp_Collaborative_3,Emp_Collaborative_4,Emp_Collaborative_5,Sensor_StepCount,Sensor_Heartbeat(Average/Min),Sensor_Proximity(1-highest/10-lowest),left_Company
IT,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.46,2,156,3,0,0,low,43,3,5,3,3,2,1,2,2,2,1,2,4,3,4,1,1,5,5,1426,67,10,1
Warehouse,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,1,2,3,2,1,0.96,7,277,5,0,0,low,7,2,5,2,2,1,2,1,2,1,4,2,2,1,2,4,1,5,4,1260,89,7,1
Warehouse,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,1,2,3,2,1,0.99,4,263,6,0,0,medium,10,3,2,5,2,1,2,1,1,2,5,2,4,3,5,2,2,1,3,1345,89,8,1
Sales,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.95,3,158,2,0,0,medium,8,2,1,3,2,2,2,4,2,4,1,3,3,5,3,1,3,4,4,5907,72,1,0
IT,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.92,5,222,4,0,0,medium,2,3,5,3,5,4,2,3,4,2,2,4,5,1,5,2,4,4,5,4060,80,3,0
Operations,Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.79,5,248,3,0,0,medium,5,2,2,5,2,3,4,4,4,3,4,2,5,5,2,1,1,5,1,5946,76,2,0
Operations,Manager,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.51,2,141,3,0,0,low,30,1,2,2,1,1,2,2,2,2,4,1,3,4,4,1,4,3,5,1323,68,6,1
Operations,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.76,3,213,2,1,0,medium,6,4,5,2,4,2,4,3,2,2,3,3,2,2,1,1,5,3,5,5374,75,7,0
Human Resources,Level 1,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.56,4,227,3,0,0,low,12,3,2,2,1,2,1,1,2,2,1,1,2,4,3,2,1,4,5,3187,79,9,0
IT,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.9,3,138,3,0,0,medium,2,1,5,3,1,2,3,4,3,2,5,1,5,3,1,2,5,4,1,4766,72,8,0
Operations,Level 1,0,3,6,0.4,3.0,3.0,4.0,5.0,3,5,4,4,5,5,5,4,4,3,0.6,5,175,3,0,0,medium,64,1,1,2,5,2,2,1,2,1,4,1,2,1,5,2,5,3,4,1110,89,8,0
Sales,Manager,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.51,4,249,5,0,0,medium,36,5,5,3,4,2,1,1,2,2,5,1,1,4,5,1,1,3,5,2431,77,6,0
Warehouse,Level 1,1,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.97,5,266,2,0,0,medium,1,4,2,1,1,2,2,3,4,2,2,1,4,5,1,1,3,3,5,5494,78,5,0
IT,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.78,4,206,2,0,0,medium,4,3,4,2,2,4,3,2,3,4,4,3,3,4,4,2,4,5,2,5194,76,6,0
Human Resources,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.95,3,98,3,0,0,medium,3,5,5,4,5,2,4,3,2,4,2,4,1,5,1,2,3,1,5,5553,78,8,0
Operations,Manager,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.68,5,190,2,0,0,medium,23,4,5,1,2,2,1,2,1,2,4,2,3,2,2,1,3,1,1,3960,87,10,0
Sales,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.73,2,187,2,0,0,medium,10,3,4,4,2,4,3,2,3,4,4,2,1,3,5,1,2,2,1,5957,72,4,0
Operations,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.38,3,134,3,0,0,medium,31,2,5,5,2,2,2,1,2,2,5,2,2,5,4,1,2,5,2,1504,67,10,0
Warehouse,Senior Director,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.51,3,237,4,0,0,high,12,2,4,1,5,1,2,2,1,4,5,4,5,4,3,2,4,3,4,2416,76,8,0
Warehouse,Senior Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.75,4,194,2,0,0,low,1,5,3,1,4,4,2,2,2,4,3,2,1,3,2,5,3,2,4,5300,72,6,0
Human Resources,Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.86,4,181,2,0,0,low,2,1,5,2,4,2,4,3,2,2,5,4,4,2,1,4,3,2,3,4154,71,3,0
Finance,Level 1,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.92,3,138,10,0,0,low,4,1,5,5,5,2,2,2,2,3,4,2,1,5,4,2,3,3,4,4496,72,7,0
Human Resources,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.57,5,149,3,1,0,medium,44,4,1,5,1,1,2,1,1,1,3,1,4,3,3,2,1,2,1,1811,85,7,0
Human Resources,Level 1,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.93,2,204,10,0,0,low,4,4,4,1,3,3,2,3,2,4,2,2,4,5,1,1,1,2,2,4679,76,7,0
Finance,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.91,2,264,3,0,0,low,1,4,1,3,3,3,3,3,2,4,4,4,2,4,4,1,1,3,2,5437,79,8,0
Operations,Senior Manager,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.59,4,202,3,0,0,low,6,5,1,1,4,2,1,2,2,2,3,1,4,3,1,2,5,5,2,2616,80,8,0
Operations,Level 2-4,0,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,1,2,3,2,1,0.65,3,271,4,0,0,low,10,5,2,2,3,2,1,2,1,1,1,1,4,1,5,2,2,3,4,1679,85,10,1
Finance,Manager,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.57,3,135,3,1,0,low,56,3,5,4,4,1,2,1,2,1,2,1,2,1,1,2,4,4,1,1490,65,8,0
Finance,Director,0,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,1,2,3,2,1,0.99,4,262,6,0,0,medium,1,5,3,1,3,2,1,1,1,2,2,1,3,2,1,4,3,1,1,1249,86,3,1
Operations,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.79,6,293,5,0,0,low,1,5,1,5,2,2,1,2,1,4,3,4,1,1,2,1,1,2,5,1278,85,2,1
Finance,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.51,4,155,3,0,0,low,18,2,3,4,1,1,2,1,1,2,3,1,4,2,4,1,4,2,5,1419,88,6,0
IT,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,1,2,3,2,1,0.99,5,228,5,0,0,low,2,1,4,4,5,1,2,1,1,1,1,1,2,5,1,2,4,3,1,1950,86,9,1
Operations,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.72,3,148,2,0,0,medium,5,1,5,1,4,2,3,3,2,2,3,3,3,3,3,4,5,5,2,4082,79,7,0
IT,Level 2-4,0,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.66,2,236,3,0,0,medium,13,5,1,5,1,1,2,1,2,1,4,1,3,4,5,1,2,4,1,2171,77,6,0
Sales,Level 1,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.74,4,261,2,0,0,medium,7,2,1,2,4,3,3,4,4,2,5,3,2,2,3,5,5,5,5,5764,79,4,0
IT,Manager,0,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.62,3,180,3,0,0,low,29,1,2,4,1,2,2,1,2,2,2,2,5,1,2,2,3,2,5,1414,87,6,0
IT,Level 1,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.68,3,237,5,0,0,low,48,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,5,1,1,2057,76,7,0
Operations,Manager,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.59,5,250,3,0,0,low,11,4,1,4,3,1,1,1,1,2,5,2,4,5,1,1,5,1,1,3373,77,7,0
IT,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.52,5,192,3,1,0,low,50,2,5,2,3,1,2,2,2,2,1,2,4,4,3,2,2,2,1,3777,90,7,0
Warehouse,Senior Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.99,4,230,3,0,0,high,1,3,5,2,5,4,3,3,3,2,5,2,2,2,2,1,3,4,4,5114,75,8,0
Warehouse,Level 1,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.53,2,146,3,0,0,low,23,3,2,3,2,2,1,1,1,1,4,1,5,1,5,1,2,2,2,1711,71,9,1
Warehouse,Level 1,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.53,2,149,3,0,0,low,9,3,1,1,1,2,1,2,1,1,2,2,3,5,5,2,2,5,3,1221,70,7,1
IT,Level 1,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.76,2,211,4,0,0,low,1,5,4,3,2,4,3,2,3,2,3,3,3,4,1,2,4,2,4,5673,76,4,0
Sales,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.95,5,194,3,0,0,low,7,3,5,3,2,4,4,3,3,2,2,3,4,1,2,2,4,2,3,5545,71,2,0
Finance,Level 1,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.47,2,148,3,0,0,low,38,5,1,3,4,2,1,1,1,1,3,2,5,3,2,2,3,4,1,1523,68,7,1
Sales,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.92,6,137,8,1,0,low,6,3,5,3,5,4,3,2,3,2,5,2,2,4,2,2,4,2,3,5992,70,9,0
Warehouse,Senior Director,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.56,5,140,3,0,0,medium,36,4,1,5,2,2,1,1,1,2,4,1,5,3,3,2,3,4,2,1531,86,8,0
IT,Level 1,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.69,3,126,2,0,0,low,63,5,1,1,4,2,2,1,2,2,3,1,1,2,3,1,2,4,4,1141,63,8,0
Operations,Level 1,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.59,5,160,5,0,0,medium,16,1,4,2,1,2,1,2,1,1,5,1,1,3,5,1,1,3,4,1526,89,6,0
IT,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.89,3,224,3,0,0,low,8,1,1,1,3,3,3,3,3,4,4,4,1,2,5,2,3,3,2,4908,79,2,0
Warehouse,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.46,2,144,3,0,0,low,27,5,3,3,3,2,2,2,2,2,2,2,5,4,1,1,2,1,5,1803,62,9,1
Sales,Level 1,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.5,5,287,4,0,0,low,50,1,3,3,3,2,2,1,2,1,2,2,4,1,4,1,5,3,4,3960,75,9,0
Finance,Senior Manager,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.78,3,162,2,0,0,medium,7,3,2,2,4,2,2,3,2,2,3,3,5,3,3,2,3,2,2,5719,72,9,0
IT,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.85,7,279,4,0,0,medium,5,2,5,4,4,2,1,2,1,1,1,2,5,3,5,2,4,5,1,1210,89,2,1
Sales,Level 1,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.57,2,131,3,0,0,medium,37,2,2,3,3,2,2,1,2,2,2,1,5,1,2,1,3,1,5,6465,60,6,1
Finance,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.52,2,157,3,0,0,low,26,1,4,1,4,2,1,2,2,2,3,2,5,2,4,2,4,3,3,1721,62,7,1
Warehouse,Senior Manager,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.48,4,144,3,0,0,low,20,1,3,5,4,2,1,2,1,2,1,2,4,3,3,2,2,3,2,1871,86,10,0
Sales,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.82,6,270,4,0,0,low,7,3,5,5,5,1,2,1,2,2,4,2,5,2,2,1,1,3,1,1079,85,5,1
Finance,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.9,7,290,4,0,0,low,10,4,4,2,5,2,1,1,2,2,1,1,1,1,3,2,2,3,3,1886,85,7,1
IT,Senior Director,1,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.63,5,264,5,0,0,low,27,2,1,5,2,2,1,2,1,1,1,2,2,4,2,2,1,5,1,3118,80,7,0
Human Resources,Senior Manager,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.81,5,280,3,1,0,high,2,3,5,1,4,2,2,2,3,2,4,4,4,2,4,2,2,4,2,5273,80,4,0
Operations,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.89,4,153,4,0,0,low,5,4,1,1,4,3,4,2,3,2,1,3,4,1,3,1,3,5,4,5162,80,4,0
Operations,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.98,4,170,4,0,0,medium,9,3,1,5,2,4,3,4,3,2,2,4,4,3,5,1,5,1,1,4375,77,1,0
Sales,VP,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.78,3,162,3,0,0,medium,6,2,3,3,5,2,3,4,3,4,1,3,4,1,1,2,4,3,1,4505,75,7,0
IT,Level 1,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.94,3,262,4,0,0,low,5,3,5,2,4,2,3,3,3,3,1,3,4,5,4,1,2,4,4,4782,77,2,0
Sales,Level 1,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.82,5,259,5,0,0,low,2,3,2,5,3,1,1,2,2,2,4,2,3,2,1,1,5,4,5,1730,88,5,1
Operations,Senior Manager,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.7,3,256,4,0,0,medium,3,3,5,3,1,3,2,4,2,3,3,3,1,3,2,1,4,3,4,4732,78,2,0
Human Resources,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,1,2,3,2,1,0.98,4,254,5,0,0,low,8,3,1,4,2,1,1,1,1,1,5,2,5,4,1,1,3,1,1,1851,87,5,1
Operations,Manager,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.58,4,171,3,0,0,low,24,3,4,3,2,2,2,1,1,1,2,2,2,1,1,1,1,5,4,1304,88,6,0
Sales,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.83,6,258,4,0,0,low,5,5,1,5,5,1,2,1,1,1,4,2,4,3,1,1,5,2,5,1966,89,9,1
Warehouse,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.86,4,214,2,0,0,high,1,4,4,5,5,3,3,3,3,4,4,4,2,5,4,2,2,2,2,4117,77,8,0
Finance,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.81,5,227,5,0,0,medium,2,3,3,4,5,2,1,1,2,2,1,2,1,5,2,2,1,1,5,1965,87,2,1
Human Resources,Level 1,0,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.61,6,154,10,1,0,medium,14,5,3,1,4,2,2,2,1,2,3,1,1,5,2,1,2,5,1,1204,86,10,0
Finance,Director,1,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.62,5,128,5,0,0,low,34,5,3,3,3,2,1,1,2,2,5,1,4,2,1,1,4,4,1,1008,87,7,0
IT,Level 1,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.91,3,155,3,0,0,low,1,2,4,4,1,2,3,2,2,3,3,2,2,5,1,1,4,3,3,5731,73,6,0
Finance,Level 1,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.7,2,182,4,0,0,medium,1,4,3,3,3,2,1,1,1,2,5,1,4,1,4,1,1,2,1,3624,88,9,0
Human Resources,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.54,4,259,5,0,0,medium,47,4,3,5,1,1,2,1,1,2,4,1,5,4,4,2,4,1,2,3691,80,7,0
IT,Level 1,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.88,4,237,4,0,0,low,4,1,1,3,2,4,2,2,3,3,1,4,5,3,5,2,2,3,5,4697,78,7,0
Finance,Level 1,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.94,4,225,2,0,0,medium,10,3,1,5,5,2,2,2,4,2,5,3,2,5,1,1,3,1,5,5523,77,9,0
Human Resources,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.97,4,145,2,0,0,medium,9,4,3,3,3,3,4,4,3,2,4,3,5,4,2,1,2,2,4,5070,77,5,0
Sales,Level 1,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.86,5,143,3,0,0,medium,1,4,1,2,3,4,2,2,4,3,1,3,4,5,2,2,2,3,3,5165,76,8,0
Human Resources,Level 1,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.67,3,176,2,0,0,medium,34,3,5,1,1,1,1,2,1,1,5,2,2,1,4,1,5,5,2,1856,64,6,0
Sales,Level 2-4,1,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.61,4,173,2,0,0,low,10,3,4,3,3,2,1,1,2,2,5,2,2,1,4,2,1,3,2,1179,90,10,0
Warehouse,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.92,4,265,4,0,0,medium,6,4,5,5,4,4,3,2,2,4,3,3,1,3,4,2,1,3,1,4607,76,6,0
IT,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.38,6,105,5,0,0,low,54,1,5,1,2,2,2,1,1,2,4,1,1,5,1,2,3,2,4,1968,85,9,0
IT,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.94,4,271,4,0,1,medium,9,5,2,2,3,5,5,3,4,4,1,2,4,3,2,5,2,3,5,5057,78,4,0
Operations,Senior Director,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.83,6,282,4,0,0,low,6,4,1,4,5,1,1,2,1,2,1,1,3,5,5,2,4,1,1,1580,90,5,1
Operations,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,1,2,3,2,1,1.0,5,257,5,0,0,medium,10,3,5,4,4,1,2,2,1,2,2,2,4,4,3,1,1,4,2,1812,86,1,1
Finance,Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.74,3,224,3,0,0,medium,1,2,1,1,1,2,4,3,4,2,1,2,2,5,3,1,1,1,2,5343,80,8,0
Warehouse,Senior Manager,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.47,2,136,3,0,0,medium,62,2,3,5,5,2,1,1,2,2,4,1,4,1,1,1,4,5,1,6218,70,10,1
Sales,Level 2-4,0,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.65,4,177,2,0,0,low,47,5,2,4,2,2,2,2,2,2,2,1,2,3,3,2,5,4,5,1536,89,7,0
Operations,Level 1,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.51,3,146,2,1,0,low,41,1,3,4,3,2,1,1,1,1,1,1,4,5,3,2,3,1,4,1748,68,6,0
Human Resources,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.82,4,170,6,0,0,medium,10,2,1,5,1,3,2,2,2,3,2,3,2,3,4,1,4,5,2,4891,76,2,0
Finance,Director,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.53,2,160,3,0,0,low,48,4,4,1,1,1,1,2,1,1,3,2,2,3,1,2,4,2,3,1768,71,9,1
Operations,Level 1,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.56,3,103,5,0,0,medium,30,5,1,3,3,1,1,1,1,2,3,1,2,3,1,2,2,5,3,1209,63,8,0
Finance,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.97,4,200,3,0,0,low,7,4,2,3,5,4,2,3,3,2,4,2,5,4,4,1,4,5,2,5807,85,9,0
Finance,Manager,0,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.68,5,265,3,0,0,medium,6,1,4,4,2,1,1,1,1,2,2,2,3,1,1,1,3,2,5,2452,80,10,0
Human Resources,Level 1,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.56,3,266,3,0,0,high,25,3,2,1,1,2,2,2,1,2,4,2,5,4,5,2,4,4,4,2484,80,8,0
Human Resources,Level 2-4,0,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.65,3,254,2,0,0,high,60,1,1,1,4,1,2,1,1,2,2,2,1,3,4,1,2,2,3,3590,79,8,0
Human Resources,Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.84,5,258,5,0,0,medium,7,5,5,3,4,1,2,1,2,2,1,2,2,1,3,1,5,5,3,1819,85,1,1
Finance,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.85,4,264,5,0,0,medium,3,3,5,1,2,1,2,2,2,1,5,2,5,4,4,2,3,1,3,1639,86,1,1
Human Resources,Senior Manager,0,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.64,4,263,3,0,0,medium,32,5,5,4,2,2,1,2,2,2,4,1,5,3,2,2,2,5,1,3723,80,10,0
Finance,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.98,4,189,10,0,0,medium,2,1,1,3,2,4,3,2,2,4,4,3,4,1,1,2,3,2,4,4505,75,9,0
Warehouse,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.93,5,270,5,0,0,medium,10,1,5,1,1,2,2,2,1,2,5,2,1,5,1,1,3,2,4,1397,87,1,1
Finance,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.81,3,225,3,0,0,medium,2,1,1,5,1,3,2,3,3,3,2,2,3,1,5,2,4,4,4,4284,79,4,0
Finance,Level 1,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.38,5,211,7,1,0,medium,31,5,5,5,2,1,2,1,2,2,5,2,2,5,4,1,5,2,5,2703,78,8,0
Operations,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.76,2,166,3,0,0,low,8,4,5,1,3,4,3,2,2,4,2,3,2,3,2,5,4,5,5,4968,70,8,0
Operations,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.86,6,245,4,0,0,low,10,3,3,3,1,2,2,2,2,1,5,2,2,5,1,1,2,2,1,1798,90,3,1
Operations,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.49,3,247,10,0,0,medium,37,1,5,4,3,2,1,1,2,1,3,1,3,3,2,2,4,3,4,3330,76,8,0
Human Resources,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.82,5,184,3,0,0,medium,8,2,4,5,2,4,2,4,2,2,4,4,2,1,1,1,1,3,5,4581,78,1,0
IT,Manager,1,3,6,0.4,3.0,3.0,4.0,5.0,3,5,4,4,5,5,5,4,4,3,0.6,4,230,3,0,0,medium,33,2,3,2,5,1,2,2,2,1,3,2,2,4,2,1,3,5,4,3602,75,6,0
Sales,Manager,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.95,5,206,2,0,0,medium,7,3,2,4,2,2,3,2,3,4,3,4,5,2,2,2,1,2,5,4531,78,9,0
